TGRAC FID,TGRAC Name,TGRAC District,Current LGD Code,Current LGD Name,Census 2011,Temporal Classification,Historical Identity,Match Method,Evidence,Status
201,Hanamkonda,Warangal_Urban,4695,Hanamkonda,04695,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hanumakonda (LGD subdist_code 4695),RESOLVED_DIRECT
202,Maheswaram,Rangareddy,4544,Maheshwaram,04544,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Maheshwaram (LGD 4544),RESOLVED_DETERMINISTIC
203,Makloor,Nizamabad,4367,Makloor,04367,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4367),RESOLVED_DIRECT
204,Makthal,Narayanpet,4589,Makthal,04589,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4589),RESOLVED_DIRECT
205,Maldakal,Jogulamba Gadwal,4604,Maldakal,04604,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4604),RESOLVED_DIRECT
206,Havelighanpur,Medak,6270,Havelighanapur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Havelighanapur (LGD 6270),RESOLVED_DETERMINISTIC
207,Hayathnagar,Rangareddy,4525,Hayathnagar,04525,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4525),RESOLVED_DIRECT
208,Ibrahimpatnam,Jagtial,4393,Ibrahimpatnam,04393,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4393),RESOLVED_DIRECT
209,Ichoda,Adilabad,4322,Ichoda,04322,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4322),RESOLVED_DIRECT
210,Inderavelly,Adilabad,4311,Inderavelly,04311,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 4311),RESOLVED_DIRECT
211,Jagityal_Rural,Jagtial,6211,Jagitial Rural,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Jagitial Rural (LGD 6211),RESOLVED_DETERMINISTIC
212,Jagtial,Jagtial,4414,Jagitial,04414,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Jagitial (LGD 4414),RESOLVED_DIRECT
213,Jainad,Adilabad,4307,Jainath,04307,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Jainath (LGD 4307),RESOLVED_DETERMINISTIC
214,Jainoor,Kumurambheem Asifabad,4320,Jainoor,04320,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4320),RESOLVED_DIRECT
215,Jaipur,Mancherial,4355,Jaipur,04355,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4355),RESOLVED_DIRECT
216,Jajireddigudem,Suryapet,4623,Jajireddygudem,04623,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Jajireddygudem (LGD 4623),RESOLVED_DETERMINISTIC
217,Mallapur,Jagtial,4394,Mallapur,04394,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4394),RESOLVED_DIRECT
218,Mallial,Jagtial,4413,Mallial,04413,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4413),RESOLVED_DIRECT
219,Mamda,Nirmal,4346,Mamada,04346,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Mamada (LGD 4346),RESOLVED_DETERMINISTIC
220,Manakondur,Karimnagar,4427,Manakondur,04427,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4427),RESOLVED_DIRECT
221,Jangoan,Jangoan,4699,Jangoan,04699,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4699),RESOLVED_DIRECT
222,Jannaram,Mancherial,4334,Jannaram,04334,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4334),RESOLVED_DIRECT
223,Kothakota,Wanaparthy,4593,Kothakota,04593,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 4593),RESOLVED_DIRECT
224,Kothapally,Karimnagar,6230,Kothapally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 6230),RESOLVED_DIRECT
225,Jukkal,Kamareddy,4373,Jukkal,04373,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4373),RESOLVED_DIRECT
226,Julurupad,Bhadradri Kothagudem,4746,Julurpadu,04746,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Julurpadu (LGD 4746),RESOLVED_DETERMINISTIC
227,Kaddampeddur,Nirmal,4335,Kaddam Peddur,04335,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4335),RESOLVED_DIRECT
228,Kadthal,Rangareddy,6324,Kadthal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 6324),RESOLVED_DIRECT
229,Kulkacharla,Vikarabad,4539,Kulkacharla,04539,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4539),RESOLVED_DIRECT
230,Kaloor_Thimmandoddi,Jogulamba Gadwal,6297,Kaloor Thimmandoddi,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 6297),RESOLVED_DIRECT
231,Kamanpur,Peddapalli,4400,Kamanpur,04400,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Peddapalli (LGD subdist_code 4400),RESOLVED_DIRECT
232,Kusumanchi,Khammam,4755,Kusumanchi,04755,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4755),RESOLVED_DIRECT
233,Kamepally,Khammam,4745,Kamepalli,04745,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Kamepally -> Kamepalli in Khammam,RESOLVED_DETERMINISTIC
234,Kanagal,Nalgonda,4656,Kanagal,04656,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4656),RESOLVED_DIRECT
235,Kandi,Sangareddy,6275,Kandi,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 6275),RESOLVED_DIRECT
236,Kandukur,Rangareddy,4545,Kandukur,04545,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4545),RESOLVED_DIRECT
237,Kangti,Sangareddy,4450,Kangti,04450,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4450),RESOLVED_DIRECT
238,Kannaigudem,Mulugu,6251,Kannaigudem,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 6251),RESOLVED_DIRECT
239,Kapra,Medchal_Malkajgiri,6317,Kapra,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 6317),RESOLVED_DIRECT
240,Karakagudem,Bhadradri Kothagudem,6269,Karakagudem,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 6269),RESOLVED_DIRECT
241,Karimnagar,Karimnagar,6231,Karimnagar,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 6231),RESOLVED_DIRECT
242,Luxettipet,Mancherial,4353,Luxettipet,04353,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4353),RESOLVED_DIRECT
243,Marriguda,Nalgonda,4649,Marriguda,04649,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4649),RESOLVED_DIRECT
244,Kasipet,Mancherial,4349,Kasipet,04349,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 4349),RESOLVED_DIRECT
245,Madanapur,Wanaparthy,6289,Madanapur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 6289),RESOLVED_DIRECT
246,Maddirala,Suryapet,6300,Maddirala,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 6300),RESOLVED_DIRECT
247,Kataram,Jayashankar Bhupalpally,4402,Kataram,04402,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jayashankar Bhupalapally (LGD subdist_code 4402),RESOLVED_DIRECT
248,Keesara,Medchal_Malkajgiri,4522,Keesara,04522,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 4522),RESOLVED_DIRECT
249,Kerameri,Kumurambheem Asifabad,4313,Kerameri,04313,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4313),RESOLVED_DIRECT
250,Khaazipet,Warangal_Urban,6247,Khazipet,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Khazipet (LGD 6247) in Hanumakonda,RESOLVED_DETERMINISTIC
251,Khairatabad,Hyderabad,4505,Khairatabad,04505,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4505),RESOLVED_DIRECT
252,Khammam_Urban,Khammam,6326,Khammam Urban,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 6326),RESOLVED_DIRECT
253,Khanapur,Nirmal,4347,Khanapur,04347,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4347),RESOLVED_DIRECT
254,Manoor,Sangareddy,4451,Manoor,04451,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4451),RESOLVED_DIRECT
255,Manopad,Jogulamba Gadwal,4611,Manopad,04611,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4611),RESOLVED_DIRECT
256,Khanapur,Warangal_Rural,4709,Khanapur,04709,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4709),RESOLVED_DIRECT
257,Khila Warangal,Warangal_Urban,6246,Khila Warangal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Khila Warangal (LGD 6246) in Warangal,RESOLVED_LEGAL_LINEAGE
258,Kodad,Suryapet,4668,Kodad,04668,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 4668),RESOLVED_DIRECT
259,Kodair,Nagarkurnool,4600,Kodair,04600,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 4600),RESOLVED_DIRECT
260,Kodangal,Vikarabad,4549,Kodangal,04549,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Vikarabad (LGD subdist_code 4549),RESOLVED_DIRECT
261,Kodimial,Jagtial,4420,Kodimial,04420,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4420),RESOLVED_DIRECT
262,Koheda,Siddipet,4443,Koheda,04443,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4443),RESOLVED_DIRECT
263,Kohir,Sangareddy,4475,Kohir,04475,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4475),RESOLVED_DIRECT
264,Koilkonda,Mahabubnagar,4569,Koilkonda,04569,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4569),RESOLVED_DIRECT
265,Konaraopet,Rajanna Sircilla,4431,Konaraopet,04431,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 4431),RESOLVED_DIRECT
266,Kondamallapally,Nalgonda,6307,Kondamallepally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Kondamallepally (LGD 6307),RESOLVED_DETERMINISTIC
267,Kondapak,Siddipet,4462,Kondapak,04462,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4462),RESOLVED_DIRECT
268,Kondapur,Sangareddy,4491,Kondapur,04491,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4491),RESOLVED_DIRECT
269,Metpalli,Jagtial,4417,Metpalli,04417,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4417),RESOLVED_DIRECT
270,Yadagirigutta,Yadadri Bhuvanagiri,4616,Yadagirigutta,04616,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4616),RESOLVED_DIRECT
271,Konijerla,Khammam,4761,Konijerla,04761,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4761),RESOLVED_DIRECT
272,Korutla,Jagtial,4416,Korutla,04416,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4416),RESOLVED_DIRECT
273,Kotagiri,Nizamabad,4371,Kotagiri,04371,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4371),RESOLVED_DIRECT
274,Miryalaguda,Nalgonda,4664,Miryalaguda,04664,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4664),RESOLVED_DIRECT
275,Kothaguda,Mahabubabad,4710,Kothaguda,04710,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4710),RESOLVED_DIRECT
276,Kothagudem,Bhadradri Kothagudem,4738,Kothagudem,04738,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4738),RESOLVED_DIRECT
277,Kouthala,Kumurambheem Asifabad,4316,Koutala,04316,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Kouthala -> Koutala in Kumuram Bheem Asifabad,RESOLVED_DETERMINISTIC
278,Mudhole,Nirmal,4341,Mudhole,04341,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4341),RESOLVED_DIRECT
279,Mudigonda,Khammam,4758,Mudigonda,04758,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4758),RESOLVED_DIRECT
280,Kowdipally,Medak,4480,Kowdipally,04480,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4480),RESOLVED_DIRECT
281,Kubeer,Nirmal,4338,Kubeer,04338,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4338),RESOLVED_DIRECT
282,Kukatpally,Medchal_Malkajgiri,6327,Kukatpally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 6327),RESOLVED_DIRECT
283,Kulcharam,Medak,4468,Kulcharam,04468,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4468),RESOLVED_DIRECT
284,Kuntala,Nirmal,4337,Kuntala,04337,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4337),RESOLVED_DIRECT
285,Nyalkal,Sangareddy,4473,Nyalkal,04473,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4473),RESOLVED_DIRECT
286,Kuravi,Mahabubabad,4721,Kuravi,04721,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4721),RESOLVED_DIRECT
287,Laxmanchanda,Nirmal,4345,Laxmanchanda,04345,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4345),RESOLVED_DIRECT
288,Laxmidevipally,Bhadradri Kothagudem,6266,Laxmidevipalli,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Laxmidevipally -> Laxmidevipalli in Bhadradri Kothagudem,RESOLVED_DETERMINISTIC
289,Lingalaghanpur,Jangoan,4700,Lingalaghanpur,04700,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4700),RESOLVED_DIRECT
290,Lingampet,Kamareddy,4388,Lingampet,04388,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4388),RESOLVED_DIRECT
291,Lingapur,Kumurambheem Asifabad,6311,Lingapur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 6311),RESOLVED_DIRECT
292,Nakrekal,Nalgonda,4636,Nakrekal,04636,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4636),RESOLVED_DIRECT
293,Lokeshwaram,Nirmal,4342,Lokeswaram,04342,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Lokeswaram (LGD 4342),RESOLVED_DETERMINISTIC
294,Machareddy,Kamareddy,4380,Machareddy,04380,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4380),RESOLVED_DIRECT
295,Narsampet,Warangal_Rural,4708,Narsampet,04708,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4708),RESOLVED_DIRECT
296,Narsapur,Medak,4488,Narsapur,04488,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medak (LGD subdist_code 4488),RESOLVED_DIRECT
297,Narsapur_G,Nirmal,6208,Narsapur G,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 6208),RESOLVED_DIRECT
298,Mahabubnagar_Rural,Mahabubnagar,6258,Mahabubnagar Rural,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 6258),RESOLVED_DIRECT
299,Maddur,Narayanpet,4554,Maddur,04554,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4554),RESOLVED_DIRECT
300,Madhira,Khammam,4766,Madhira,04766,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4766),RESOLVED_DIRECT
301,Madnur,Kamareddy,4372,Madnoor,04372,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Madnur -> Madnoor in Kamareddy,RESOLVED_DETERMINISTIC
302,Madugulapally,Nalgonda,6305,Madugulapally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 6305),RESOLVED_DIRECT
